action,addr,advpnsc,assignip,auditid,auditreporttype,auditscore,audittime,bandwidth,cookies,cpu,criticalcount,date,devid,devname,dhcp_msg,dir,disk,disklograte,duration,error_num,espauth,esptransform,eventtime,exch,fazlograte,freediskstorage,group,highcount,hostname,idseq,in_spi,init,interface,ip,itime,lease,level,locip,locport,logdesc,logid,logver,lowcount,mac,mediumcount,mem,mode,msg,name,nextstat,out_spi,outintf,passedcount,peer_notif,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,setuprate,spi,stage,status,subtype,sysuptime,time,total,totalsession,tunnelid,tunnelip,tunneltype,type,tz,ui,used,user,useralt,vd,version,vpntunnel,waninfo,xauthgroup,xauthuser
perf-stats,,,,,,,,3/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751758020747469279,,0,0,,,,19900372806008832,,,,,1751758025,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  49; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1118836,01:27:01,,49,,,,event,+0200,,,,,root,,,name=wan1;bytes=1519816936/6483648677;packets=7863971/10105569;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751758046593366179,,,,,,ArcherAX55,19900372806008859,,,internal1,10.63.44.101,1751758050,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:27:26,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751758156933670599,,,,,,ArcherAX55,19900372806008850,,,internal1,10.63.44.101,1751758160,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:29:17,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751758267334026259,,,,,,ArcherAX55,19900372806008835,,,internal1,10.63.44.101,1751758271,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:31:08,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,5df8cf6e832e3278/7c26da8af8e39c6e,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1118587,,,,1751758284962907079,,,,N/A,,,19900372806008832,,,,,1751758286,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,185771304,,88.61.48.146,500,,,401937869,,,,,,vpn,,01:31:25,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,6/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751758320767483319,,0,0,,,,19900372806008939,,,,,1751758321,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  49; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1119136,01:32:00,,49,,,,event,+0200,,,,,root,,,name=wan1;bytes=1520072210/6483853358;packets=7865263/10106899;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751758377774357299,,,,,,ArcherAX55,19900372806008864,,,internal1,10.63.44.101,1751758381,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:32:57,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751758381507375979,,,,,,,19900372806008869,,,,,1751758383,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,,,,update,system,,01:33:01,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751758403919032799,,,,,,,19900372806008853,,,,,1751758404,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,01:33:24,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751758488134700059,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751758492,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:34:48,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751758598505068839,,,,,,ArcherAX55,19900372806008851,,,internal1,10.63.44.101,1751758599,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:36:39,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,6/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751758620787466579,,0,0,,,,19900372806008847,,,,,1751758622,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  52; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1119436,01:37:01,,52,,,,event,+0200,,,,,root,,,name=wan1;bytes=1520366020/6484103039;packets=7866638/10108329;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751758708875420579,,,,,,ArcherAX55,19900372806008835,,,internal1,10.63.44.101,1751758711,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:38:28,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751758819225725179,,,,,,ArcherAX55,19900372806008868,,,internal1,10.63.44.101,1751758820,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:40:19,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,5df8cf6e832e3278/7c26da8af8e39c6e,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1119187,,,,1751758884972902719,,,,N/A,,,19900372806008832,,,,,1751758888,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,185865282,,88.61.48.146,500,,,402121353,,,,,,vpn,,01:41:25,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,4/2,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751758920807457739,,0,0,,,,19900372806008832,,,,,1751758923,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  54; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1119736,01:42:01,,54,,,,event,+0200,,,,,root,,,name=wan1;bytes=1520654246/6484328960;packets=7867995/10109794;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751758929596234219,,,,,,ArcherAX55,19900372806008850,,,internal1,10.63.44.101,1751758933,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:42:09,,,,,,event,+0200,,,,,root,,,,,
negotiate,,0,N/A,,,,,,7014b86201d9a6c5/0000000000000000,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,outbound,,,,,,,1751758997883121659,CREATE_CHILD,,,N/A,,,19900372806008866,,local,,,1751758999,,notice,93.64.253.210,500,Progress IPsec phase 1,0101037127,0702111740,,,,,,progress IPsec phase 1,,,,wan1,,,,,88.61.48.146,500,OK,initiator,,,,,,success,vpn,,01:43:18,,,,,,event,+0200,,,88.61.48.146,N/A,root,IKEv2,to-pescara-pri,,N/A,N/A
negotiate,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,inbound,,,,,,,1751758997915520039,CREATE_CHILD,,,N/A,,,19900372806008867,,local,,,1751758999,,notice,93.64.253.210,500,Progress IPsec phase 1,0101037127,0702111740,,,,,,progress IPsec phase 1,,,,wan1,,,,,88.61.48.146,500,DONE,initiator,,,,,,success,vpn,,01:43:18,,,,,,event,+0200,,,88.61.48.146,N/A,root,IKEv2,to-pescara-pri,,N/A,N/A
negotiate,,0,N/A,,,,,,5df8cf6e832e3278/7c26da8af8e39c6e,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,inbound,,,,,,,1751758997915659739,CREATE_CHILD,,,N/A,,,19900372806008868,,local,,,1751758999,,notice,93.64.253.210,500,Progress IPsec phase 2,0101037129,0702111740,,,,,,progress IPsec phase 2,,,,wan1,,,,,88.61.48.146,500,DONE,initiator,,,,,,success,vpn,,01:43:18,,,,,,event,+0200,,,88.61.48.146,N/A,root,IKEv2,to-pescara-pri,,N/A,N/A
delete_phase1_sa,,0,N/A,,,,,,5df8cf6e832e3278/7c26da8af8e39c6e,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751758997915716219,,,,N/A,,,19900372806008869,,,,,1751758999,,notice,93.64.253.210,500,IPsec phase 1 SA deleted,0101037134,0702111740,,,,,,delete IPsec phase 1 SA,,,,wan1,,,,,88.61.48.146,500,,,,,,,,,vpn,,01:43:18,,,,,,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751759039936480859,,,,,,ArcherAX55,19900372806008927,,,internal1,10.63.44.101,1751759042,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:44:00,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751759150336819919,,,,,,ArcherAX55,19900372806008844,,,internal1,10.63.44.101,1751759154,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:45:50,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,6/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751759220817431859,,0,0,,,,19900372806008836,,,,,1751759222,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  56; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1120036,01:47:01,,56,,,,event,+0200,,,,,root,,,name=wan1;bytes=1520948941/6484577001;packets=7869388/10111205;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751759260737172959,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751759262,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:47:40,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751759371178515834,,,,,,ArcherAX55,19900372806008861,,,internal1,10.63.44.101,1751759372,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:49:31,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751759481554949540,,,,,,ArcherAX55,19900372806009127,,,internal1,10.63.44.101,1751759482,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:51:21,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1119787,,,,1751759484992908540,,,,N/A,,,19900372806008877,,,,,1751759485,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,185942672,,88.61.48.146,500,,,402284920,,,,,,vpn,,01:51:25,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,3/6,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751759520837489540,,0,0,,,,19900372806008835,,,,,1751759521,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  58; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1120336,01:52:01,,58,,,,event,+0200,,,,,root,,,name=wan1;bytes=1521212135/6484779136;packets=7870722/10112584;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751759591945180640,,,,,,ArcherAX55,19900372806008887,,,internal1,10.63.44.101,1751759595,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:53:12,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751759702315511880,,,,,,ArcherAX55,19900372806008842,,,internal1,10.63.44.101,1751759705,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:55:02,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751759812695848239,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751759815,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:56:52,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,6/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751759820847513560,,1,0,,,,19900372806008832,,,,,1751759823,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  51; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1120637,01:57:00,,51,,,,event,+0200,,,,,root,,,name=wan1;bytes=1521496232/6485014219;packets=7872081/10113980;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751759923066182139,,,,,,ArcherAX55,19900372806008881,,,internal1,10.63.44.101,1751759923,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,01:58:43,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751759995752999200,,,,,,,19900372806008917,,,internal1,,1751759996,,information,,,DHCP statistics,0100026003,0702111740,,,,,,DHCP statistics,,,,,,,,,,,,,,,,,,,system,,01:59:55,51,,,,,event,+0200,,3,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751760033436545579,,,,,,ArcherAX55,19900372806008854,,,internal1,10.63.44.101,1751760036,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:00:33,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1120387,,,,1751760085002905360,,,,N/A,,,19900372806008856,,,,,1751760086,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,186016528,,88.61.48.146,500,,,402453183,,,,,,vpn,,02:01:25,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,6/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751760120867498099,,0,0,,,,19900372806008873,,,,,1751760121,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,Performance statistics: average CPU: 0; memory:  40; concurrent sessions:  44; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1120937,02:02:00,,44,,,,event,+0200,,,,,root,,,name=wan1;bytes=1521766796/6485208963;packets=7873376/10115291;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751760143796929260,,,,,,ArcherAX55,19900372806008894,,,internal1,10.63.44.101,1751760145,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:02:24,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751760211687886000,,,,,,,19900372806008866,,,,,1751760212,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(93.04397) etdb(93.04397) avai(4.02306) mmdb(93.04397) from 173.243.142.6:443,,,,,,,,,,,,,,,,,,update,system,,02:03:32,,,,,,event,+0200,,,,,root,,,,,
update,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751760236018650359,,,,,,,19900372806008843,,,,,1751760237,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,02:03:55,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751760254207210879,,,,,,ArcherAX55,19900372806008873,,,internal1,10.63.44.101,1751760255,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:04:14,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751760364587636880,,,,,,ArcherAX55,19900372806008862,,,internal1,10.63.44.101,1751760367,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:06:05,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,5/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751760420887482059,,0,0,,,,19900372806008894,,,,,1751760422,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  50; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1121237,02:07:00,,50,,,,event,+0200,,,,,root,,,name=wan1;bytes=1522069633/6485495106;packets=7874842/10116700;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751760474998439860,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751760478,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:07:55,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751760585368277199,,,,,,ArcherAX55,19900372806008850,,,internal1,10.63.44.101,1751760588,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:09:45,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1120987,,,,1751760685022903039,,,,N/A,,,19900372806008855,,,,,1751760688,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,186088846,,88.61.48.146,500,,,402614056,,,,,,vpn,,02:11:25,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751760695778875000,,,,,,ArcherAX55,19900372806008868,,,internal1,10.63.44.101,1751760696,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:11:36,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,6/4,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751760720907460460,,0,0,,,,19900372806008867,,,,,1751760723,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  48; setup-rate: 1,,,,,,,,,,,,,,,1,,,,system,1121537,02:12:01,,48,,,,event,+0200,,,,,root,,,name=wan1;bytes=1522340891/6485706318;packets=7876201/10118038;,,
negotiate,,0,N/A,,,,,,0db5548a85b2dd4a/0000000000000000,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751760763850739940,,,,N/A,,,19900372806008871,,,,,1751760763,,error,93.64.253.210,500,IPsec phase 1 error,0101037124,0702111740,,,,,,IPsec phase 1 error,,,,wan1,,NOT-APPLICABLE,,peer SA proposal not match local policy,147.185.132.21,56880,,,,,,,,negotiate_error,vpn,,02:12:43,,,,,,event,+0200,,,N/A,N/A,root,,N/A,,N/A,N/A
negotiate,,0,N/A,,,,,,0db5548a85b2dd4a/0000000000000000,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,inbound,,,,,,,1751760763850807200,,,,N/A,,,19900372806008872,,remote,,,1751760763,,error,93.64.253.210,500,Progress IPsec phase 1,0101037128,0702111740,,,,,main,progress IPsec phase 1,,,,wan1,,,,,147.185.132.21,56880,ERROR,responder,,,,,1,failure,vpn,,02:12:43,,,,,,event,+0200,,,N/A,N/A,root,,N/A,,N/A,N/A
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751760806188971320,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751760809,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:13:26,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751760916579325420,,,,,,ArcherAX55,19900372806008859,,,internal1,10.63.44.101,1751760919,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:15:17,,,,,,event,+0200,,,,,root,,,,,
perf-stats,,,,,,,,5/5,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751761020917430640,,0,0,,,,19900372806008838,,,,,1751761023,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  51; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1121837,02:17:00,,51,,,,event,+0200,,,,,root,,,name=wan1;bytes=1522623636/6485946690;packets=7877560/10119425;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751761026919706300,,,,,,ArcherAX55,19900372806008897,,,internal1,10.63.44.101,1751761029,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:17:06,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751761137330015780,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751761140,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:18:57,,,,,,event,+0200,,,,,root,,,,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751761247700390740,,,,,,ArcherAX55,19900372806008874,,,internal1,10.63.44.101,1751761250,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:20:48,,,,,,event,+0200,,,,,root,,,,,
tunnel-stats,,0,N/A,,,,,,7014b86201d9a6c5/b23418103e57cf9f,,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,,,1121587,,,,1751761285032922680,,,,N/A,,,19900372806008848,,,,,1751761285,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,186173256,,88.61.48.146,500,,,402782844,,,,,,vpn,,02:21:25,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A
perf-stats,,,,,,,,1/3,,0,,2025-07-06,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751761320927481320,,0,0,,,,19900372806008868,,,,,1751761321,,notice,,,System performance statistics,0100040704,0702111740,,,,41,,Performance statistics: average CPU: 0; memory:  41; concurrent sessions:  44; setup-rate: 0,,,,,,,,,,,,,,,0,,,,system,1122137,02:22:01,,44,,,,event,+0200,,,,,root,,,name=wan1;bytes=1522897154/6486166098;packets=7878870/10120789;,,
,,,,,,,,,,,,2025-07-06,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751761358080821120,,,,,,ArcherAX55,19900372806008852,,,internal1,10.63.44.101,1751761359,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,02:22:38,,,,,,event,+0200,,,,,root,,,,,
